tuple_id(String),src(String),flight(String),sched_dep_time(String),act_dep_time(String),sched_arr_time(String),act_arr_time(String)
861,flights,aa-643-mia-ord,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
862,flights,aa-1007-mia-phx,unknown,5:08 p.m.,unknown,7:55 p.m.
863,flights,ua-2906-phl-mco,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.
864,flights,ua-938-den-ord,unknown,4:15 p.m.,unknown,7:36 p.m.
865,flights,aa-1221-mco-ord,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
866,flights,co-16-lax-ewr,unknown,10:20 a.m.,unknown,6:34 p.m.
867,flights,ua-2515-dfw-clt,unknown,7:07 a.m.,unknown,10:47 a.m.
868,flights,aa-400-dfw-jfk,unknown,11:01 a.m.,unknown,3:04 p.m.
869,flights,ua-664-ord-phl,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.
870,flights,aa-3756-ord-slc,12:15 p.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
871,flights,ua-37-ewr-mco,unknown,1:48 p.m.,unknown,4:17 p.m.
872,flights,aa-1522-sfo-ord,11:55 p.m.,unknown,5:50 a.m.  fri 02-dec-2011,unknown
873,flights,ua-233-lax-jfk,4:25 p.m.,unknown,12:29 a.m.  fri 02-dec-2011,unknown
874,flights,aa-3823-lax-den,9:00 p.m.,unknown,12:15 a.m.  fri 02-dec-2011,unknown
875,flights,aa-2312-dfw-dtw,8:25 p.m.,unknown,11:50 p.m.,unknown
876,flights,aa-1165-jfk-mia,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
877,flights,aa-431-mia-sfo,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
878,flights,ua-3373-iad-phl,unknown,8:26 a.m.,unknown,9:13 a.m.
879,flights,aa-649-ord-sna,1:30 p.m.,unknown,3:50 p.m.,unknown
880,flights,co-1250-mia-iah,unknown,3:01 p.m.,unknown,4:59 p.m.
881,flights,ua-6273-yyc-sfo,unknown,7:27 a.m.,unknown,8:45 a.m.
882,flights,ua-828-sfo-ord,11:08 p.m.,unknown,5:11 a.m.,unknown
883,flights,co-4888-iah-dal,5:30 p.m.,unknown,6:40 p.m.,unknown
884,flights,ua-858-pvg-sfo,unknown,1:32 p.m.,unknown,8:02 a.m.
885,flights,ua-2704-dtw-phx,unknown,11:15 a.m.,unknown,2:00 p.m.
886,flights,aa-3063-slc-lax,unknown,8:39 p.m.,unknown,9:20 p.m.
887,flights,ua-2708-ewr-clt,unknown,2:52 p.m.,unknown,4:44 p.m.
888,flights,ua-62-iah-ewr,unknown,2:48 p.m.,unknown,7:10 p.m.
889,flights,ua-1500-iah-gua,unknown,9:16 a.m.,unknown,11:45 a.m.
890,flights,aa-3804-phl-ord,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
891,flights,aa-1917-jfk-mco,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
892,flights,aa-2268-phx-ord,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
893,flights,aa-4277-cvg-jfk,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
894,flights,aa-2957-dfw-cvg,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
895,flights,ua-37-edi-ewr,unknown,8:52 a.m.,unknown,12:09 p.m.
896,flights,aa-789-ord-den,1:05 p.m.,1:19 p.m.,2:35 p.m.,3:13 p.m.
897,flights,aa-415-bos-ord,unknown,8:56 a.m.,unknown,10:16 a.m.
898,flights,aa-85-jfk-sfo,3:05 p.m.,3:36 p.m.,6:30 p.m.,6:43 p.m.
899,flights,aa-3979-cvg-ord,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
900,flights,aa-1544-san-ord,unknown,11:40 a.m.,unknown,4:56 p.m.
901,flights,aa-3786-iah-ord,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:15 p.m.
902,flights,aa-271-mia-lax,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
903,flights,aa-2525-dfw-mia,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
904,flights,co-50-cle-ewr,unknown,3:31 p.m.,unknown,5:26 p.m.
905,flights,ua-3099-phx-phl,11:55 a.m.,11:43 a.m.,6:17 p.m.,5:38 p.m.
906,flights,aa-4198-ord-cle,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
907,flights,aa-404-mia-mco,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
908,flights,co-45-ewr-mia,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
909,flights,aa-3809-phx-lax,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
910,flights,aa-59-jfk-sfo,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
911,flights,aa-222-lax-bos,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
912,flightarrival,aa-3859-iah-ord,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:22 a.m.
913,flightarrival,aa-1640-mia-mco,6:30 p.m.,6:56 p.m.,7:25 p.m.,7:35 p.m.
914,flightarrival,ua-3925-iad-orf,8:41 a.m.,unknown,9:54 a.m.,unknown
915,flightarrival,aa-4344-ord-dtw,unknown,12:14 p.m.,unknown,2:01 p.m.
916,flightarrival,ua-414-lax-sfo,6:00 a.m.,unknown,7:23 a.m.,unknown
917,flightarrival,co-1614-lax-iah,12:30 a.m.,unknown,5:35 a.m.,unknown
918,flightarrival,co-52-iah-lax,unknown,7:56 a.m.,unknown,9:09 a.m.
919,flightarrival,co-1090-bos-iah,9:45 a.m.,unknown,1:16 p.m.,unknown
920,flightarrival,aa-3468-cvg-mia,7:00 a.m.,unknown,9:55 a.m.,unknown
921,flightarrival,co-62-iah-ewr,2:30 p.m.,unknown,7:03 p.m.,unknown
922,flightarrival,aa-466-iah-mia,6:00 a.m.,6:09 a.m.,9:20 a.m.,9:00 a.m.
923,flightarrival,aa-1664-mia-atl,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
924,flightarrival,aa-1279-dfw-phx,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.
925,flightarrival,aa-404-mia-mco,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
926,flightarrival,ua-382-iad-lax,unknown,12:56 p.m.,unknown,3:20 p.m.
927,flightarrival,co-50-cle-ewr,unknown,4:02 p.m.,unknown,5:09 p.m.
928,flightarrival,aa-616-dfw-dtw,9:05 a.m.,10:11 a.m.,12:35 p.m.,1:11 p.m.
929,flightarrival,aa-271-mia-lax,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:17 p.m.
930,flightarrival,aa-2050-ord-mia,10:40 a.m.,11:06 a.m.,2:45 p.m.,2:36 p.m.
931,flightarrival,aa-4307-ord-dtw,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
932,flightarrival,aa-3-jfk-lax,12:00 p.m.,12:12 p.m.,3:15 p.m.,3:10 p.m.
933,flightarrival,co-1694-lax-iah,7:15 p.m.,7:15 p.m. (estimated),12:21 a.m.,12:21 a.m. (estimated)
934,flightarrival,co-1193-ewr-mco,9:15 a.m.,unknown,12:18 p.m.,unknown
935,flightarrival,ua-2906-phl-mco,3:50 p.m.,4:46 p.m.,6:23 p.m.,6:36 p.m.
936,flightarrival,ua-938-den-ord,unknown,4:37 p.m.,unknown,7:26 p.m.
937,flightarrival,aa-1221-mco-ord,8:00 p.m.,unknown,9:45 p.m.,unknown
938,flightarrival,co-16-lax-ewr,10:25 a.m.,unknown,6:44 p.m.,unknown
939,flightarrival,ua-2515-dfw-clt,unknown,7:31 a.m.,unknown,10:45 a.m.
940,flightarrival,aa-400-dfw-jfk,10:40 a.m.,11:02 a.m.,2:59 p.m.,2:52 p.m.
941,flightarrival,ua-664-ord-phl,1:33 p.m.,1:48 p.m.,4:31 p.m.,4:18 p.m.
942,flightarrival,ua-37-ewr-mco,1:29 p.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
943,flightarrival,ua-233-lax-jfk,4:25 p.m.,4:28 p.m. (estimated runway),12:29 a.m.,12:01 a.m. (estimated runway)
944,flightarrival,aa-2312-dfw-dtw,8:25 p.m.,8:29 p.m. (estimated runway),11:50 p.m.,11:35 p.m. (estimated runway)
945,flightarrival,aa-431-mia-sfo,8:35 a.m.,8:52 a.m.,11:50 a.m.,11:40 a.m.
946,flightarrival,ua-257-jfk-sfo,2:30 p.m.,2:43 p.m.,6:15 p.m.,5:28 p.m.
947,flightarrival,ua-3373-iad-phl,8:29 a.m.,unknown,9:24 a.m.,unknown
948,flightarrival,ua-828-sfo-ord,11:08 p.m.,unknown,5:11 a.m.dec 02,unknown
949,flightarrival,co-4888-iah-dal,5:30 p.m.,unknown,6:09 p.m.,unknown
950,flightarrival,ua-858-pvg-sfo,1:45 p.m.,unknown,8:27 a.m.,unknown
951,flightarrival,ua-2704-dtw-phx,unknown,11:47 a.m.,unknown,2:02 p.m.
952,flightarrival,aa-3063-slc-lax,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:19 p.m. (estimated)
953,flightarrival,ua-1500-iah-gua,unknown,9:43 a.m.,unknown,12:10 p.m.
954,flightarrival,co-1561-phx-iah,unknown,8:18 a.m.,unknown,11:26 a.m.
955,flightarrival,aa-2268-phx-ord,7:15 a.m.,7:23 a.m.,11:35 a.m.,11:04 a.m.
956,flightarrival,ua-2314-atl-phl,2:55 p.m.,unknown,5:00 p.m.,unknown
957,flightarrival,ua-6273-yyc-sfo,7:35 a.m.,unknown,9:43 a.m.,unknown
958,flightarrival,aa-4277-cvg-jfk,12:10 p.m.,12:11 p.m.,2:15 p.m.,1:40 p.m.
959,flightarrival,aa-2957-dfw-cvg,7:55 a.m.,unknown,11:05 a.m.,unknown
960,flightarrival,ua-37-edi-ewr,9:05 a.m.,unknown,11:53 a.m.,unknown
961,flightarrival,ua-854-sfo-iah,unknown,8:07 a.m.,unknown,1:27 p.m.
962,flightarrival,aa-85-jfk-sfo,3:05 p.m.,3:38 p.m.,6:30 p.m.,6:36 p.m.
963,flightarrival,aa-1544-san-ord,11:25 a.m.,unknown,5:25 p.m.,unknown
964,flightarrival,aa-3786-iah-ord,4:00 p.m.,unknown,6:40 p.m.,unknown
965,flightarrival,co-1088-cle-iah,unknown,9:01 a.m.,unknown,10:47 a.m.
966,flightarrival,aa-4198-ord-cle,10:40 a.m.,10:55 a.m.,12:55 p.m.,12:48 p.m.
967,flightarrival,aa-3809-phx-lax,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
968,flightarrival,aa-59-jfk-sfo,7:10 a.m.,7:40 a.m.,10:45 a.m.,11:00 a.m.
969,flightarrival,aa-222-lax-bos,7:10 a.m.,7:32 a.m.,3:30 p.m.,3:09 p.m.
970,flightwise,aa-3859-iah-ord,7:10 a.m.,7:16 a.m.,9:30 a.m.,9:22 a.m.
971,flightwise,aa-3842-msp-ord,6:00 a.m.,6:56 a.m.,6:50 a.m.,7:49 a.m.
972,flightwise,aa-643-mia-ord,7:10 a.m.,7:31 a.m.,9:00 a.m.,9:26 a.m.
973,flightwise,aa-1640-mia-mco,6:30 p.m.,6:47 p.m.,7:08 p.m.,7:25 p.m.
974,flightwise,aa-2525-dfw-mia,7:25 a.m.,7:39 a.m.,10:43 a.m.,10:43 a.m.
975,flightwise,ua-3050-phx-clt,11:05 a.m.,11:45 a.m.,4:37 p.m.,4:57 p.m.
976,flightwise,ua-3925-iad-orf,8:41 a.m.,8:51 a.m.,9:34 a.m.,9:44 a.m.
977,flightwise,ua-664-ord-phl,1:33 p.m.,1:48 p.m.,4:20 p.m.,4:20 p.m.
978,flightwise,aa-789-ord-den,1:05 p.m.,1:19 p.m.,2:17 p.m.,2:49 p.m.
979,flightwise,aa-2312-dfw-dtw,8:25 p.m.,8:29 p.m.,11:31 p.m.,11:35 p.m.
980,flightwise,co-1694-lax-iah,7:15 p.m.,7:25 p.m.,11:52 p.m.,12:02 a.m.
981,flightwise,co-63-ewr-iah,5:25 p.m.,5:38 p.m.,8:04 p.m.,7:43 p.m.
982,flightwise,aa-3786-iah-ord,4:00 p.m.,4:12 p.m.,6:30 p.m.,6:11 p.m.
983,flightwise,co-47-iah-lax,7:27 p.m.,7:27 p.m.,8:46 p.m.,8:46 p.m.
984,flightwise,aa-1434-dfw-mco,7:15 a.m.,7:21 a.m.,10:18 a.m.,10:29 a.m.
985,flightwise,aa-4330-cvg-ord,3:35 p.m.,3:36 p.m.,3:50 p.m.,3:26 p.m.
986,flightwise,aa-3809-phx-lax,6:00 a.m.,6:10 a.m.,6:30 a.m.,6:09 a.m.
987,flightwise,aa-59-jfk-sfo,7:10 a.m.,7:39 a.m.,10:09 a.m.,10:52 a.m.
988,flightwise,aa-4307-ord-dtw,6:45 p.m.,6:56 p.m.,9:00 p.m.,8:38 p.m.
989,flightwise,aa-85-jfk-sfo,3:05 p.m.,3:36 p.m.,5:57 p.m.,6:30 p.m.
990,travelocity,aa-3859-iah-ord,7:10 a.m.,7:02 a.m.,9:40 a.m.,9:32 a.m.
991,travelocity,aa-518-mia-jfk,6:40 a.m.,6:40 a.m.,9:25 a.m.,9:28 a.m.
992,travelocity,ua-397-jfk-sfo,not available,8:48 a.m.,not available,11:58 a.m.
993,travelocity,ua-3925-iad-orf,not available,9:00 a.m.,not available,9:43 a.m.
994,travelocity,aa-1733-ord-phx,7:45 p.m.,7:45 p.m.,10:30 p.m.,10:30 p.m.*
995,travelocity,aa-1640-mia-mco,6:30 p.m.,not available,7:25 p.m.,not available
996,travelocity,aa-3-jfk-lax,12:00noon,11:54 a.m.,3:15 p.m.,3:16 p.m.
997,travelocity,ua-2830-mco-clt,3:27 p.m.,contact airline,5:05 p.m.,contact airline
998,travelocity,aa-1544-san-ord,11:25 a.m.,11:20 a.m.,5:25 p.m.,4:56 p.m.
999,travelocity,aa-204-lax-mco,11:25 p.m.,not available,dec 02 6:55 a.m.,dec 02 not available
1000,travelocity,ua-414-lax-sfo,not available,6:09 a.m.,not available,7:17 a.m.
1001,travelocity,aa-3756-ord-slc,12:15 p.m.,12:10 p.m.,2:45 p.m.,2:50 p.m.
1002,travelocity,ua-2726-fll-phl,4:00 p.m.,contact airline,6:46 p.m.,contact airline
1003,travelocity,aa-3468-cvg-mia,7:00 a.m.,7:04 a.m.,9:55 a.m.,9:45 a.m.
1004,travelocity,ua-3515-iad-msp,not available,8:24 a.m.,not available,9:56 a.m.
1005,travelocity,aa-484-dfw-mia,4:15 p.m.,4:16 p.m.,7:55 p.m.,7:39 p.m.
1006,travelocity,co-62-iah-ewr,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
1007,travelocity,aa-446-dfw-phl,11:50 a.m.,11:54 a.m.,3:50 p.m.,4:09 p.m.
1008,travelocity,aa-466-iah-mia,6:00 a.m.,5:58 a.m.,9:20 a.m.,9:05 a.m.
1009,travelocity,ua-3050-phx-clt,11:05 a.m.,contact airline,4:57 p.m.,contact airline
1010,travelocity,co-89-iah-ewr,6:00 a.m.,6:02 a.m.,10:20 a.m.,10:27 a.m.
1011,travelocity,co-1088-cle-iah,8:40 a.m.,8:40 a.m.,10:54 a.m.,10:56 a.m.
1012,travelocity,aa-1886-bos-mia,10:45 a.m.,10:42 a.m.,2:20 p.m.,1:40 p.m.
1013,travelocity,aa-2957-dfw-cvg,7:55 a.m.,7:51 a.m.,11:05 a.m.,11:01 a.m.
1014,travelocity,aa-1664-mia-atl,10:15 a.m.,10:10 a.m.,12:10 p.m.,11:56 a.m.
1015,travelocity,aa-3979-cvg-ord,7:30 a.m.,7:28 a.m.,8:00 a.m.,8:06 a.m.
1016,travelocity,aa-1279-dfw-phx,1:00 p.m.,1:48 p.m.,2:35 p.m.,3:30 p.m.
1017,travelocity,aa-616-dfw-dtw,9:05 a.m.,9:59 a.m.,12:35 p.m.,1:27 p.m.
1018,travelocity,aa-4344-ord-dtw,11:45 a.m.,11:47 a.m.,2:00 p.m.,2:10 p.m.
1019,travelocity,ua-2945-phl-clt,12:00noon,contact airline,1:45 p.m.,contact airline
1020,travelocity,aa-2525-dfw-mia,7:25 a.m.,7:22 a.m.,11:10 a.m.,11:06 a.m.
1021,travelocity,aa-271-mia-lax,11:35 a.m.,11:33 a.m.,2:25 p.m.,2:27 p.m.
1022,travelocity,aa-2050-ord-mia,10:40 a.m.,10:46 a.m.,2:45 p.m.,2:46 p.m.
1023,travelocity,aa-1434-dfw-mco,7:15 a.m.,7:08 a.m.,10:35 a.m.,10:36 a.m.
1024,travelocity,co-1561-phx-iah,8:05 a.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.
1025,travelocity,aa-4307-ord-dtw,6:45 p.m.,6:40 p.m.,9:10 p.m.,8:53 p.m.
1026,travelocity,co-1694-lax-iah,7:15 p.m.,contact airline,dec 02 12:21 a.m.,dec 02 contact airline
1027,travelocity,ua-843-lax-ord,not available,2:37 p.m.,not available,7:58 p.m.
1028,travelocity,co-1193-ewr-mco,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
1029,travelocity,aa-3842-msp-ord,6:00 a.m.,5:59 a.m.,7:30 a.m.,7:51 a.m.
1030,travelocity,aa-643-mia-ord,7:10 a.m.,7:10 a.m.,9:35 a.m.,9:31 a.m.
1031,travelocity,ua-2906-phl-mco,3:50 p.m.,contact airline,6:23 p.m.,contact airline
1032,travelocity,aa-1221-mco-ord,8:00 p.m.,8:01 p.m.,9:45 p.m.,9:53 p.m.
1033,travelocity,ua-2515-dfw-clt,7:05 a.m.,contact airline,10:31 a.m.,contact airline
1034,travelocity,aa-400-dfw-jfk,10:40 a.m.,10:47 a.m.,2:59 p.m.,3:04 p.m.
1035,travelocity,ua-664-ord-phl,not available,1:47 p.m.,not available,4:23 p.m.
1036,travelocity,aa-1522-sfo-ord,11:55 p.m.,not available,dec 02 5:50 a.m.,dec 02 not available
1037,travelocity,ua-233-lax-jfk,4:25 p.m.,not available,12:29 a.m.,not available
1038,travelocity,aa-3823-lax-den,9:00 p.m.,not available,dec 02 12:15 a.m.,dec 02 not available
1039,travelocity,aa-2312-dfw-dtw,8:25 p.m.,not available,11:50 p.m.,not available
1040,travelocity,aa-1165-jfk-mia,6:59 a.m.,6:56 a.m.,10:34 a.m.,10:04 a.m.
1041,travelocity,aa-431-mia-sfo,8:35 a.m.,8:31 a.m.,11:50 a.m.,11:44 a.m.
1042,travelocity,ua-257-jfk-sfo,not available,2:42 p.m.,not available,5:42 p.m.
1043,travelocity,ua-3373-iad-phl,not available,8:35 a.m.,not available,9:13 a.m.
1044,travelocity,aa-649-ord-sna,1:30 p.m.,not available,3:50 p.m.,not available
1045,travelocity,co-1250-mia-iah,2:53 p.m.,3:01 p.m.,4:48 p.m.,4:59 p.m.
1046,travelocity,ua-6273-yyc-sfo,not available,7:41 a.m.,not available,8:45 a.m.
1047,travelocity,ua-858-pvg-sfo,not available,1:50 p.m.,not available,8:02 a.m.
1048,travelocity,ua-2704-dtw-phx,11:15 a.m.,contact airline,1:40 p.m.,contact airline
1049,travelocity,aa-3063-slc-lax,8:20 p.m.,8:30 p.m.,9:20 p.m.,9:19 p.m.*
1050,travelocity,ua-2708-ewr-clt,2:55 p.m.,contact airline,4:53 p.m.,contact airline
1051,travelocity,ua-62-iah-ewr,2:30 p.m.,contact airline,7:03 p.m.,contact airline
1052,travelocity,aa-3804-phl-ord,2:35 p.m.,2:32 p.m.,4:05 p.m.,3:43 p.m.
1053,travelocity,aa-1917-jfk-mco,2:55 p.m.,3:00 p.m.,5:55 p.m.,5:43 p.m.
1054,travelocity,aa-2268-phx-ord,7:15 a.m.,7:10 a.m.,11:35 a.m.,11:06 a.m.
1055,travelocity,ua-2314-atl-phl,2:55 p.m.,contact airline,5:00 p.m.,contact airline
1056,travelocity,aa-4277-cvg-jfk,12:10 p.m.,12:01 p.m.,2:15 p.m.,1:43 p.m.
1057,travelocity,ua-37-edi-ewr,9:05 a.m.,contact airline,11:53 a.m.,contact airline
1058,travelocity,aa-789-ord-den,1:05 p.m.,1:06 p.m.,2:35 p.m.,3:13 p.m.
1059,travelocity,ua-854-sfo-iah,not available,8:07 a.m.,not available,1:30 p.m.
1060,travelocity,aa-415-bos-ord,8:35 a.m.,8:32 a.m.,10:40 a.m.,10:16 a.m.
1061,travelocity,aa-85-jfk-sfo,3:05 p.m.,3:09 p.m.,6:30 p.m.,6:43 p.m.
1062,travelocity,aa-3786-iah-ord,4:00 p.m.,3:52 p.m.,6:40 p.m.,6:15 p.m.
1063,travelocity,co-50-cle-ewr,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
1064,travelocity,ua-3099-phx-phl,11:55 a.m.,contact airline,6:17 p.m.,contact airline
1065,travelocity,aa-4198-ord-cle,10:40 a.m.,10:35 a.m.,12:55 p.m.,12:50 p.m.
1066,travelocity,aa-222-lax-bos,7:10 a.m.,7:05 a.m.,3:30 p.m.,3:14 p.m.
1067,travelocity,aa-404-mia-mco,6:45 a.m.,6:41 a.m.,7:45 a.m.,7:40 a.m.
1068,travelocity,co-45-ewr-mia,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
1069,travelocity,aa-3809-phx-lax,6:00 a.m.,5:56 a.m.,6:40 a.m.,6:19 a.m.
1070,travelocity,aa-59-jfk-sfo,7:10 a.m.,7:14 a.m.,10:45 a.m.,11:12 a.m.
1071,foxbusiness,aa-3859-iah-ord,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:22 a.m.
1072,foxbusiness,co-1586-iah-mco,unknown,7:42 p.m.,unknown,10:29 p.m.
1073,foxbusiness,aa-518-mia-jfk,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
1074,foxbusiness,ua-397-jfk-sfo,8:00 a.m.,8:49 a.m.,11:55 a.m.,11:58 a.m.
1075,foxbusiness,ua-3925-iad-orf,unknown,9:01 a.m.,unknown,9:43 a.m.
1076,foxbusiness,aa-1733-ord-phx,7:45 p.m.,7:59 p.m.,10:30 p.m.,unknown
1077,foxbusiness,aa-3-jfk-lax,12:00 p.m.,12:12 p.m.,3:15 p.m.,3:16 p.m.
1078,foxbusiness,ua-2830-mco-clt,3:27 p.m.,3:50 p.m.,5:05 p.m.,5:17 p.m.
1079,foxbusiness,co-58-den-iah,unknown,12:37 p.m.,unknown,3:31 p.m.
1080,foxbusiness,ua-5487-sfo-mry,unknown,10:53 a.m.,unknown,11:21 a.m.
1081,foxbusiness,aa-204-lax-mco,11:25 p.m.,unknown,6:55 a.m. dec 02,unknown
1082,foxbusiness,ua-414-lax-sfo,unknown,6:10 a.m.,unknown,7:17 a.m.
1083,foxbusiness,co-1614-lax-iah,unknown,12:58 a.m.,unknown,5:26 a.m.
1084,foxbusiness,ua-2726-fll-phl,4:00 p.m.,4:10 p.m.,6:46 p.m.,6:25 p.m.
1085,foxbusiness,co-52-iah-lax,unknown,7:56 a.m.,unknown,9:09 a.m.
1086,foxbusiness,co-1090-bos-iah,unknown,10:35 a.m.,unknown,1:19 p.m.
1087,foxbusiness,aa-616-dfw-dtw,9:05 a.m.,10:11 a.m.,12:35 p.m.,1:18 p.m.
1088,foxbusiness,ua-3515-iad-msp,unknown,8:26 a.m.,unknown,9:56 a.m.
1089,foxbusiness,aa-3468-cvg-mia,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
1090,foxbusiness,aa-484-dfw-mia,4:15 p.m.,4:30 p.m.,7:55 p.m.,7:39 p.m.
1091,foxbusiness,aa-1886-bos-mia,unknown,10:55 a.m.,unknown,1:40 p.m.
1092,foxbusiness,co-62-iah-ewr,unknown,2:59 p.m.,unknown,7:10 p.m.
1093,foxbusiness,co-1561-phx-iah,unknown,8:18 a.m.,unknown,11:32 a.m.
1094,foxbusiness,ua-2314-atl-phl,unknown,3:04 p.m.,unknown,5:00 p.m.
1095,foxbusiness,aa-446-dfw-phl,11:50 a.m.,12:13 p.m.,3:50 p.m.,4:09 p.m.
1096,foxbusiness,co-1023-iah-den,unknown,12:06 p.m.,unknown,1:14 p.m.
1097,foxbusiness,aa-466-iah-mia,6:00 a.m.,6:09 a.m.,9:20 a.m.,9:05 a.m.
1098,foxbusiness,ua-3050-phx-clt,11:05 a.m.,11:45 a.m.,4:57 p.m.,5:03 p.m.
1099,foxbusiness,co-89-iah-ewr,unknown,6:17 a.m.,unknown,10:27 a.m.
1100,foxbusiness,co-1088-cle-iah,unknown,9:01 a.m.,unknown,10:56 a.m.
1101,foxbusiness,aa-1664-mia-atl,10:15 a.m.,10:19 a.m.,12:10 p.m.,11:50 a.m.
1102,foxbusiness,aa-1279-dfw-phx,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:19 p.m.
1103,foxbusiness,ua-854-sfo-iah,unknown,8:07 a.m.,unknown,1:30 p.m.
1104,foxbusiness,ua-382-iad-lax,unknown,12:56 p.m.,unknown,3:21 p.m.
1105,foxbusiness,aa-4344-ord-dtw,unknown,12:14 p.m.,unknown,2:01 p.m.
1106,foxbusiness,ua-257-jfk-sfo,2:30 p.m.,2:43 p.m.,6:15 p.m.,5:42 p.m.
1107,foxbusiness,ua-2945-phl-clt,12:00 p.m.,12:08 p.m.,1:45 p.m.,1:14 p.m.
1108,foxbusiness,co-63-ewr-iah,unknown,5:38 p.m.,unknown,8:03 p.m.
1109,foxbusiness,co-47-iah-lax,unknown,8:36 p.m.,unknown,9:38 p.m.
1110,foxbusiness,aa-2050-ord-mia,10:40 a.m.,11:06 a.m.,2:45 p.m.,2:46 p.m.
1111,foxbusiness,ua-248-phx-ord,unknown,1:43 p.m.,unknown,5:34 p.m.
1112,foxbusiness,aa-4330-cvg-ord,unknown,3:36 p.m.,unknown,3:25 p.m.
1113,foxbusiness,aa-1434-dfw-mco,7:15 a.m.,7:22 a.m.,10:35 a.m.,10:29 a.m.
1114,foxbusiness,aa-1640-mia-mco,6:30 p.m.,unknown,7:25 p.m.,unknown
1115,foxbusiness,aa-4307-ord-dtw,6:45 p.m.,6:56 p.m.,9:10 p.m.,8:43 p.m.
1116,foxbusiness,co-1694-lax-iah,7:15 p.m.,unknown,12:21 a.m. dec 02,unknown
1117,foxbusiness,ua-843-lax-ord,unknown,2:38 p.m.,unknown,7:58 p.m.
1118,foxbusiness,co-1193-ewr-mco,9:15 a.m.,9:58 a.m.,12:18 p.m.,12:09 p.m.
1119,foxbusiness,aa-3842-msp-ord,6:00 a.m.,6:57 a.m.,7:30 a.m.,7:51 a.m.
1120,foxbusiness,aa-643-mia-ord,7:10 a.m.,7:31 a.m.,9:35 a.m.,9:29 a.m.
1121,foxbusiness,aa-1007-mia-phx,unknown,5:09 p.m.,unknown,7:53 p.m.
1122,foxbusiness,ua-2906-phl-mco,3:50 p.m.,4:46 p.m.,6:23 p.m.,6:35 p.m.
1123,foxbusiness,ua-938-den-ord,unknown,4:37 p.m.,unknown,7:36 p.m.
1124,foxbusiness,aa-1221-mco-ord,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:49 p.m.
1125,foxbusiness,co-16-lax-ewr,unknown,10:37 a.m.,unknown,6:34 p.m.
1126,foxbusiness,ua-2515-dfw-clt,unknown,7:31 a.m.,unknown,10:45 a.m.
1127,foxbusiness,aa-400-dfw-jfk,10:40 a.m.,11:02 a.m.,2:59 p.m.,3:04 p.m.
1128,foxbusiness,ua-664-ord-phl,1:33 p.m.,1:48 p.m.,4:31 p.m.,4:23 p.m.
1129,foxbusiness,aa-3756-ord-slc,12:15 p.m.,12:42 p.m.,2:45 p.m.,2:52 p.m.
