age(String),workclass(String),fnlwgt(String),education(String),education_num(String),marital_status(String),occupation(String),relationship(String),race(String),sex(String),capital_gain(String),capital_loss(String),hours_per_week(String),nativecountry(String),class(String)
26,private,247025,some-college,10,never-married,handlers-cleaners,not-in-family,white,male,0,0,40,united-states,<=50k
53,?,29231,7th-8th,4,married-civ-spouse,?,husband,white,male,0,0,35,united-states,<=50k
23,state-gov,101094,some-college,10,never-married,protective-serv,own-child,white,male,0,0,60,united-states,<=50k
42,local-gov,176716,masters,14,divorced,prof-specialty,not-in-family,white,male,0,0,40,united-states,<=50k
36,self-emp-not-inc,118429,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50k
52,federal-gov,221532,bachelors,13,married-civ-spouse,protective-serv,husband,white,male,0,0,45,united-states,>50k
22,?,120572,some-college,10,never-married,?,own-child,white,female,0,0,40,united-states,<=50k
27,local-gov,124680,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
42,private,153160,hs-grad,9,widowed,other-service,unmarried,white,female,0,0,40,united-states,<=50k
39,private,114678,hs-grad,9,divorced,other-service,unmarried,black,female,5455,0,40,united-states,<=50k
49,state-gov,142856,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
36,private,29702,hs-grad,9,married-civ-spouse,sales,husband,white,male,7688,0,40,united-states,>50k
20,private,277700,preschool,1,never-married,other-service,own-child,white,male,0,0,32,united-states,<=50k
55,self-emp-inc,67433,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,<=50k
47,private,121124,9th,5,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
33,private,394447,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,33,united-states,>50k
36,private,79649,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
39,private,203763,doctorate,16,divorced,prof-specialty,unmarried,white,female,0,0,80,united-states,<=50k
55,private,229029,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,15024,0,48,united-states,>50k
21,?,494638,assoc-acdm,12,never-married,?,own-child,white,male,0,0,15,united-states,<=50k
48,private,162816,assoc-acdm,12,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,<=50k
30,private,109117,assoc-voc,11,never-married,handlers-cleaners,own-child,white,male,0,0,45,united-states,<=50k
24,private,32732,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,50,united-states,<=50k
57,self-emp-not-inc,217692,hs-grad,9,widowed,craft-repair,not-in-family,white,female,0,0,38,united-states,<=50k
20,private,34590,some-college,10,never-married,farming-fishing,own-child,white,male,0,0,60,united-states,<=50k
18,?,276864,some-college,10,never-married,?,own-child,white,female,0,1602,20,united-states,<=50k
56,private,168625,hs-grad,9,divorced,prof-specialty,not-in-family,white,female,4101,0,40,united-states,<=50k
36,private,91037,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,>50k
44,private,171484,10th,6,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k
57,private,200453,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,15024,0,40,united-states,>50k
57,private,36990,hs-grad,9,married-civ-spouse,craft-repair,husband,black,male,0,0,52,united-states,<=50k
33,private,198211,hs-grad,9,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,<=50k
61,?,30475,7th-8th,4,married-civ-spouse,?,husband,white,male,0,0,40,united-states,>50k
39,private,70995,bachelors,13,married-civ-spouse,transport-moving,husband,white,male,15024,0,99,united-states,>50k
28,private,245790,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k
31,private,273324,some-college,10,never-married,other-service,own-child,white,male,0,1721,16,united-states,<=50k
60,private,182687,assoc-acdm,12,divorced,other-service,not-in-family,white,female,0,0,40,united-states,<=50k
36,local-gov,247807,assoc-voc,11,never-married,protective-serv,not-in-family,white,male,0,0,40,united-states,>50k
58,private,163113,hs-grad,9,widowed,sales,not-in-family,white,female,0,0,35,united-states,>50k
50,private,180522,some-college,10,never-married,handlers-cleaners,not-in-family,white,male,0,0,38,united-states,<=50k
23,local-gov,203353,bachelors,13,never-married,exec-managerial,own-child,white,female,0,0,12,united-states,<=50k
30,private,87469,hs-grad,9,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k
20,?,216563,11th,7,never-married,?,other-relative,white,male,0,0,40,united-states,<=50k
90,private,87372,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,20051,0,72,united-states,>50k
49,local-gov,173584,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,50,united-states,<=50k
47,local-gov,80282,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,3137,0,40,united-states,<=50k
34,private,319854,doctorate,16,never-married,prof-specialty,not-in-family,white,male,0,0,40,taiwan,>50k
37,federal-gov,408229,hs-grad,9,divorced,tech-support,unmarried,white,female,0,0,40,united-states,<=50k
25,private,431307,10th,6,married-civ-spouse,protective-serv,wife,black,female,0,0,50,united-states,<=50k
37,private,134088,assoc-acdm,12,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
47,private,246396,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,mexico,<=50k
34,private,159255,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,>50k
34,private,106014,some-college,10,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k
35,private,186934,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,7688,0,50,united-states,>50k
39,private,120130,some-college,10,separated,machine-op-inspct,own-child,white,male,0,0,40,united-states,<=50k
32,state-gov,203849,7th-8th,4,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,19,united-states,<=50k
24,private,207940,hs-grad,9,married-civ-spouse,other-service,wife,white,female,0,0,30,united-states,<=50k
28,private,302406,prof-school,15,never-married,prof-specialty,not-in-family,white,male,0,0,60,united-states,<=50k
41,self-emp-not-inc,144594,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,0,2179,40,united-states,<=50k
69,?,171050,hs-grad,9,widowed,?,not-in-family,white,female,0,0,9,united-states,<=50k
32,private,459007,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,90,united-states,<=50k
58,private,372181,hs-grad,9,divorced,sales,unmarried,white,female,0,0,40,united-states,>50k
47,self-emp-not-inc,172034,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,75,united-states,>50k
41,private,156566,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,4386,0,50,united-states,>50k
35,self-emp-inc,338320,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
24,private,353696,some-college,10,never-married,other-service,own-child,white,male,0,0,20,canada,<=50k
46,self-emp-not-inc,342907,hs-grad,9,married-civ-spouse,sales,husband,black,male,0,0,60,united-states,>50k
69,self-emp-inc,169717,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,6418,0,45,united-states,>50k
22,private,103762,bachelors,13,never-married,exec-managerial,own-child,white,female,0,0,40,united-states,<=50k
36,state-gov,47570,masters,14,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
31,private,119432,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k
23,local-gov,144165,bachelors,13,never-married,prof-specialty,own-child,amer-indian-eskimo,male,0,0,30,united-states,<=50k
35,private,180647,some-college,10,never-married,prof-specialty,not-in-family,black,female,0,0,40,united-states,<=50k
37,local-gov,312232,bachelors,13,married-civ-spouse,protective-serv,husband,white,male,5178,0,40,united-states,>50k
35,state-gov,150488,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
18,private,200876,11th,7,never-married,transport-moving,own-child,white,male,0,0,16,united-states,<=50k
43,private,188199,9th,5,divorced,handlers-cleaners,unmarried,white,female,0,0,40,united-states,<=50k
53,state-gov,118793,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50k
54,local-gov,204325,some-college,10,married-civ-spouse,protective-serv,husband,white,male,0,0,52,united-states,<=50k
29,private,256671,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,<=50k
46,private,231515,assoc-acdm,12,never-married,adm-clerical,not-in-family,white,female,0,0,47,cuba,<=50k
24,private,100669,some-college,10,never-married,handlers-cleaners,own-child,asian-pac-islander,male,0,0,30,united-states,<=50k
30,private,88913,some-college,10,separated,other-service,unmarried,asian-pac-islander,female,0,0,40,united-states,<=50k
23,private,363219,some-college,10,never-married,priv-house-serv,not-in-family,white,female,0,0,6,united-states,<=50k
27,?,291547,bachelors,13,married-civ-spouse,?,not-in-family,other,female,0,0,6,mexico,<=50k
36,private,308945,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
38,self-emp-not-inc,100316,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,35,united-states,<=50k
33,private,296453,masters,14,married-civ-spouse,tech-support,husband,white,male,0,0,15,united-states,<=50k
66,private,298834,some-college,10,married-civ-spouse,protective-serv,husband,white,male,0,0,40,canada,<=50k
45,self-emp-not-inc,188694,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
68,?,29240,hs-grad,9,widowed,?,not-in-family,white,female,0,0,12,united-states,<=50k
37,private,186934,hs-grad,9,married-civ-spouse,sales,husband,white,male,15024,0,60,united-states,>50k
17,private,154908,10th,6,never-married,other-service,own-child,white,female,0,0,10,united-states,<=50k
31,private,22201,hs-grad,9,married-civ-spouse,adm-clerical,husband,amer-indian-eskimo,male,0,0,40,united-states,>50k
46,private,216999,bachelors,13,never-married,exec-managerial,not-in-family,white,male,0,0,55,united-states,>50k
40,private,186916,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,<=50k
34,private,116677,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k
56,private,95763,10th,6,divorced,craft-repair,not-in-family,white,male,0,0,45,united-states,<=50k
42,private,266710,some-college,10,separated,adm-clerical,unmarried,black,female,0,0,41,united-states,<=50k
46,private,117849,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,>50k
30,private,242460,hs-grad,9,separated,craft-repair,not-in-family,white,male,0,0,50,united-states,<=50k
33,self-emp-not-inc,202729,bachelors,13,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
47,private,181652,hs-grad,9,married-civ-spouse,machine-op-inspct,wife,white,female,0,0,40,united-states,<=50k
57,self-emp-not-inc,174760,assoc-acdm,12,married-spouse-absent,farming-fishing,unmarried,amer-indian-eskimo,male,0,0,40,united-states,<=50k
34,private,56121,11th,7,divorced,craft-repair,unmarried,white,male,0,0,40,united-states,<=50k
40,private,390369,hs-grad,9,divorced,craft-repair,own-child,white,male,0,0,40,united-states,<=50k
33,private,149726,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k
22,private,51262,hs-grad,9,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,<=50k
29,private,190350,12th,8,never-married,other-service,unmarried,black,female,0,0,35,?,<=50k
53,federal-gov,205288,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,7688,0,35,united-states,>50k
36,private,154835,hs-grad,9,separated,adm-clerical,own-child,asian-pac-islander,female,0,0,40,philippines,<=50k
45,private,89028,hs-grad,9,divorced,craft-repair,not-in-family,asian-pac-islander,male,10520,0,40,united-states,>50k
36,private,194630,some-college,10,divorced,sales,unmarried,white,female,0,0,40,united-states,<=50k
18,self-emp-not-inc,212207,hs-grad,9,never-married,farming-fishing,own-child,white,male,0,0,11,united-states,<=50k
27,private,204788,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
30,private,158688,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
34,private,97723,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
36,private,193026,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k
36,self-emp-not-inc,257250,7th-8th,4,never-married,farming-fishing,own-child,white,male,0,0,75,united-states,<=50k
48,private,355978,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
41,self-emp-not-inc,200574,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,1977,60,united-states,>50k
21,private,376929,5th-6th,3,never-married,priv-house-serv,not-in-family,white,female,0,0,40,mexico,<=50k
47,state-gov,123219,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,38,united-states,>50k
41,private,82778,1st-4th,2,married-civ-spouse,farming-fishing,husband,white,male,0,0,40,mexico,<=50k
61,self-emp-not-inc,115882,1st-4th,2,married-civ-spouse,craft-repair,husband,white,male,0,0,20,united-states,<=50k
64,private,103021,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
35,private,297767,some-college,10,separated,adm-clerical,not-in-family,black,male,0,0,40,united-states,<=50k
44,private,259479,hs-grad,9,divorced,transport-moving,unmarried,white,male,0,0,50,united-states,<=50k
20,private,167787,some-college,10,never-married,sales,own-child,white,female,0,0,20,united-states,<=50k
23,local-gov,40021,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,70,united-states,<=50k
52,private,245275,10th,6,married-civ-spouse,other-service,wife,white,female,0,0,35,united-states,<=50k
43,private,37402,masters,14,never-married,exec-managerial,not-in-family,white,female,0,0,25,united-states,<=50k
32,private,103608,bachelors,13,married-civ-spouse,handlers-cleaners,husband,asian-pac-islander,male,0,0,40,united-states,<=50k
63,private,137192,bachelors,13,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,0,40,south,<=50k
29,private,137618,some-college,10,never-married,other-service,not-in-family,white,female,0,0,41,united-states,>50k
42,self-emp-inc,96509,some-college,10,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,0,0,60,taiwan,<=50k
65,private,196174,10th,6,divorced,handlers-cleaners,not-in-family,white,female,0,0,28,united-states,<=50k
24,private,172612,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
42,private,141186,some-college,10,never-married,other-service,own-child,white,female,0,0,40,united-states,<=50k
35,private,228190,hs-grad,9,married-civ-spouse,transport-moving,husband,black,male,0,0,40,united-states,<=50k
40,self-emp-inc,190290,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,40,?,>50k
38,federal-gov,307404,some-college,10,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,<=50k
26,private,152436,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,50,united-states,<=50k
46,self-emp-not-inc,182541,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,1672,50,united-states,<=50k
39,private,282153,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,20,united-states,<=50k
29,?,41281,bachelors,13,married-spouse-absent,?,not-in-family,white,male,0,0,50,united-states,<=50k
42,private,162003,doctorate,16,never-married,prof-specialty,not-in-family,white,male,0,0,36,united-states,>50k
36,private,190759,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,>50k
26,private,208122,some-college,10,divorced,handlers-cleaners,not-in-family,white,male,0,0,45,united-states,<=50k
57,private,173832,bachelors,13,married-civ-spouse,sales,husband,white,male,0,1902,40,united-states,>50k
55,private,129173,hs-grad,9,never-married,handlers-cleaners,not-in-family,black,male,0,0,40,united-states,<=50k
35,private,287548,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,55,united-states,>50k
41,private,216116,hs-grad,9,separated,adm-clerical,unmarried,black,female,0,0,40,?,<=50k
24,private,146706,some-college,10,never-married,other-service,not-in-family,white,female,0,0,30,united-states,<=50k
47,private,285200,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
34,self-emp-inc,314375,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,>50k
44,private,203943,bachelors,13,married-civ-spouse,exec-managerial,husband,black,male,0,0,35,united-states,>50k
18,?,274746,hs-grad,9,never-married,?,unmarried,white,female,0,0,20,united-states,<=50k
27,private,517000,bachelors,13,never-married,adm-clerical,not-in-family,white,male,0,0,35,united-states,<=50k
36,private,66173,bachelors,13,never-married,adm-clerical,not-in-family,white,female,0,0,50,united-states,<=50k
21,private,182823,bachelors,13,never-married,sales,own-child,white,male,0,0,30,united-states,<=50k
29,private,159479,hs-grad,9,married-civ-spouse,transport-moving,husband,other,male,0,0,55,united-states,<=50k
25,private,135568,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k
73,private,333676,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,50,united-states,<=50k
45,private,201699,assoc-voc,11,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k
28,private,96020,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,0,0,50,united-states,>50k
43,private,176138,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50k
47,private,47496,hs-grad,9,divorced,craft-repair,not-in-family,white,male,0,0,42,united-states,<=50k
20,private,187158,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,15,united-states,<=50k
22,private,249727,some-college,10,never-married,transport-moving,own-child,white,male,0,0,20,united-states,<=50k
76,self-emp-not-inc,237624,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,0,0,10,united-states,<=50k
24,private,175254,some-college,10,never-married,transport-moving,not-in-family,black,male,0,0,40,united-states,<=50k
54,self-emp-not-inc,42924,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,<=50k
30,private,205950,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k
33,private,111985,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,58,united-states,<=50k
30,private,167476,some-college,10,divorced,machine-op-inspct,not-in-family,white,male,0,0,50,united-states,<=50k
40,private,221172,assoc-acdm,12,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
27,?,188711,some-college,10,divorced,?,not-in-family,white,male,0,0,30,united-states,<=50k
49,private,199448,assoc-voc,11,divorced,sales,unmarried,white,female,0,0,40,united-states,<=50k
30,private,313038,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
22,private,148431,hs-grad,9,never-married,adm-clerical,not-in-family,other,female,0,0,40,united-states,<=50k
19,private,112432,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,58,united-states,<=50k
46,private,57914,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,<=50k
51,private,145166,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,50,united-states,<=50k
56,private,247119,7th-8th,4,widowed,machine-op-inspct,unmarried,other,female,0,0,40,dominican-republic,<=50k
53,private,196278,some-college,10,widowed,sales,not-in-family,white,female,0,0,40,united-states,<=50k
60,?,366531,assoc-voc,11,widowed,?,not-in-family,white,female,0,0,40,united-states,<=50k
27,private,216481,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
46,private,188027,some-college,10,never-married,exec-managerial,unmarried,white,female,0,0,45,united-states,<=50k
37,private,66686,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50k
41,private,74775,bachelors,13,married-civ-spouse,other-service,husband,asian-pac-islander,male,0,0,30,vietnam,<=50k
65,?,325537,assoc-voc,11,married-civ-spouse,?,husband,white,male,0,0,50,united-states,>50k
30,self-emp-not-inc,250499,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,0,55,united-states,>50k
57,self-emp-not-inc,192869,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,72,united-states,<=50k
44,self-emp-inc,121352,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50k
32,self-emp-not-inc,70985,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,4064,0,40,united-states,<=50k
27,self-emp-not-inc,123116,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
57,local-gov,339163,some-college,10,widowed,adm-clerical,unmarried,white,female,0,0,40,mexico,<=50k
59,self-emp-not-inc,124771,bachelors,13,married-civ-spouse,farming-fishing,husband,white,male,0,0,30,united-states,<=50k
32,private,167531,prof-school,15,married-civ-spouse,prof-specialty,wife,asian-pac-islander,female,15024,0,50,united-states,>50k
90,?,77053,hs-grad,9,widowed,?,not-in-family,white,female,0,4356,40,united-states,<=50k
22,private,199266,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,0,30,united-states,<=50k
39,private,190728,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
43,private,99212,assoc-voc,11,married-civ-spouse,exec-managerial,husband,white,male,3103,0,48,united-states,>50k
38,local-gov,421446,bachelors,13,married-civ-spouse,exec-managerial,husband,black,male,0,0,50,united-states,>50k
61,private,215944,9th,5,divorced,sales,not-in-family,white,male,0,0,25,united-states,<=50k
24,private,72310,some-college,10,never-married,sales,own-child,white,male,0,0,43,united-states,<=50k
25,private,57512,some-college,10,never-married,sales,not-in-family,white,male,0,0,45,united-states,<=50k
44,private,89413,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
55,local-gov,28151,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,>50k
90,private,46786,bachelors,13,married-civ-spouse,sales,husband,white,male,9386,0,15,united-states,>50k
30,private,226943,hs-grad,9,divorced,adm-clerical,unmarried,white,female,0,0,35,united-states,<=50k
44,private,182402,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
36,private,305352,10th,6,divorced,craft-repair,other-relative,black,male,0,0,40,united-states,<=50k
63,self-emp-inc,189253,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k
60,private,296485,5th-6th,3,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
34,self-emp-not-inc,204375,prof-school,15,never-married,prof-specialty,not-in-family,white,female,0,0,60,united-states,>50k
49,self-emp-not-inc,249585,11th,7,married-civ-spouse,exec-managerial,husband,white,male,0,0,65,united-states,<=50k
47,private,148995,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,65,united-states,>50k
42,self-emp-inc,168071,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,43,united-states,>50k
53,private,194995,5th-6th,3,married-civ-spouse,craft-repair,husband,white,male,0,0,45,italy,<=50k
23,private,211049,some-college,10,never-married,tech-support,not-in-family,white,female,4101,0,40,united-states,<=50k
28,?,196630,assoc-voc,11,separated,?,unmarried,white,female,0,0,40,mexico,<=50k
20,private,50397,some-college,10,married-civ-spouse,sales,husband,black,male,0,0,35,united-states,<=50k
43,private,177905,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,3908,0,40,united-states,<=50k
32,private,204374,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,1977,60,united-states,>50k
43,private,60001,bachelors,13,divorced,sales,unmarried,white,male,0,0,44,united-states,>50k
31,private,223046,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,<=50k
29,?,44921,hs-grad,9,married-civ-spouse,?,wife,white,female,0,0,40,united-states,<=50k
24,private,154571,some-college,10,never-married,adm-clerical,own-child,asian-pac-islander,male,0,0,20,united-states,<=50k
39,private,67136,assoc-voc,11,separated,adm-clerical,not-in-family,asian-pac-islander,male,0,0,40,united-states,<=50k
29,private,188675,some-college,10,married-civ-spouse,craft-repair,husband,black,male,0,0,40,jamaica,>50k
20,private,390817,5th-6th,3,never-married,handlers-cleaners,not-in-family,white,male,0,0,25,mexico,<=50k
23,?,145964,some-college,10,never-married,?,not-in-family,white,male,0,0,40,united-states,<=50k
42,private,30424,11th,7,separated,other-service,unmarried,white,female,0,0,38,united-states,<=50k
53,private,548361,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
20,private,189148,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,48,united-states,<=50k
58,self-emp-not-inc,266707,1st-4th,2,married-civ-spouse,transport-moving,husband,white,male,0,2179,18,united-states,<=50k
51,self-emp-not-inc,311569,hs-grad,9,divorced,sales,not-in-family,white,male,0,0,40,united-states,<=50k
25,private,187653,hs-grad,9,never-married,handlers-cleaners,not-in-family,white,male,0,0,48,united-states,<=50k
38,private,235379,assoc-acdm,12,never-married,prof-specialty,unmarried,white,female,0,0,36,united-states,<=50k
41,private,188615,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
58,private,322691,bachelors,13,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k
25,private,184698,10th,6,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,dominican-republic,<=50k
50,private,144361,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
32,private,130057,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k
31,self-emp-inc,117963,doctorate,16,never-married,prof-specialty,own-child,white,male,0,0,40,united-states,<=50k
22,private,123876,some-college,10,never-married,other-service,own-child,white,female,0,0,20,united-states,<=50k
37,private,248445,hs-grad,9,divorced,handlers-cleaners,other-relative,white,male,0,0,40,el-salvador,<=50k
32,private,207172,some-college,10,never-married,sales,other-relative,white,female,0,0,40,united-states,<=50k
46,state-gov,119904,prof-school,15,never-married,prof-specialty,not-in-family,white,female,0,1564,55,united-states,>50k
62,private,134768,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,>50k
40,local-gov,269168,hs-grad,9,married-civ-spouse,other-service,husband,other,male,0,0,40,?,<=50k
56,private,132026,bachelors,13,married-civ-spouse,sales,husband,black,male,7688,0,45,united-states,>50k
37,private,60722,some-college,10,divorced,exec-managerial,not-in-family,asian-pac-islander,female,0,0,40,japan,>50k
41,private,648223,1st-4th,2,married-spouse-absent,farming-fishing,unmarried,white,male,0,0,40,mexico,<=50k
56,private,298695,7th-8th,4,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,48,united-states,<=50k
20,private,219835,some-college,10,never-married,handlers-cleaners,not-in-family,white,male,0,0,30,united-states,<=50k
34,self-emp-not-inc,313729,bachelors,13,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,>50k
45,private,140644,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,>50k
30,private,203488,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,>50k
51,self-emp-not-inc,132341,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,>50k
27,private,161683,11th,7,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,42,united-states,<=50k
38,private,312771,assoc-voc,11,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,>50k
39,private,258102,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,50,united-states,<=50k
57,?,24127,bachelors,13,married-civ-spouse,?,husband,white,male,0,0,8,united-states,<=50k
47,private,254367,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
77,?,185426,hs-grad,9,married-civ-spouse,?,husband,white,male,0,0,15,united-states,<=50k
43,private,152629,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,>50k
46,local-gov,141058,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,65,united-states,<=50k
